date,holiday,locale,transferred,sales,onpromotion,dcoilwtico
2013-02-21,Not Holiday,Not Holiday,False,267711.1090155,0.0,165351.78163146973
2013-02-22,Not Holiday,Not Holiday,False,285679.869131,0.0,165939.84489440918
2013-02-23,Not Holiday,Not Holiday,False,412897.349113,0.0,165262.6761932373
2013-02-24,Not Holiday,Not Holiday,False,452726.126103,0.0,165262.6761932373
2013-02-25,Not Holiday,Not Holiday,False,307110.875933,0.0,165262.6761932373
2013-02-26,Not Holiday,Not Holiday,False,270425.0070675,0.0,165066.65510559082
2013-02-27,Not Holiday,Not Holiday,False,288401.998919,0.0,165440.8734741211
2013-02-28,Not Holiday,Not Holiday,False,278116.291888,0.0,163997.45782470703
2013-03-01,Not Holiday,Not Holiday,False,378898.165064,0.0,161645.21836853027
2013-03-02,Holiday,Local,False,547857.205258,0.0,160611.65510559082
2013-03-03,Not Holiday,Not Holiday,False,559820.580027,0.0,160611.65510559082
2013-03-04,Not Holiday,Not Holiday,False,383647.679097,0.0,160611.65510559082
2013-03-05,Not Holiday,Not Holiday,False,332189.993189,0.0,161948.15510559082
2013-03-06,Not Holiday,Not Holiday,False,335726.580968,0.0,161217.54217529297
2013-03-07,Not Holiday,Not Holiday,False,293099.52701,0.0,163106.45782470703
2013-03-08,Not Holiday,Not Holiday,False,316600.679967,0.0,163961.8238067627
2013-03-09,Not Holiday,Not Holiday,False,453259.496866,0.0,164068.73945617676
2013-03-10,Not Holiday,Not Holiday,False,461859.756153,0.0,164068.73945617676
2013-03-11,Not Holiday,Not Holiday,False,318379.133021,0.0,164068.73945617676
2013-03-12,Not Holiday,Not Holiday,False,271823.37801,0.0,164728.08435058594
2013-03-13,Not Holiday,Not Holiday,False,287869.663972,0.0,164781.54217529297
2013-03-14,Not Holiday,Not Holiday,False,247541.420096,0.0,165779.45782470703
2013-03-15,Not Holiday,Not Holiday,False,315878.090213,0.0,166599.1761932373
2013-03-16,Not Holiday,Not Holiday,False,482233.433961,0.0,166991.21836853027
2013-03-17,Not Holiday,Not Holiday,False,513439.584913,0.0,166991.21836853027
2013-03-18,Not Holiday,Not Holiday,False,330283.80303,0.0,166991.21836853027
2013-03-19,Not Holiday,Not Holiday,False,294020.245897,0.0,164728.08435058594
2013-03-20,Not Holiday,Not Holiday,False,321207.006946,0.0,166100.21836853027
2013-03-21,Not Holiday,Not Holiday,False,269130.127953,0.0,164763.71836853027
2013-03-22,Not Holiday,Not Holiday,False,304100.453969,0.0,166456.6265258789
2013-03-23,Not Holiday,Not Holiday,False,453192.003086,0.0,168488.10543823242
2013-03-24,Not Holiday,Not Holiday,False,449794.636951,0.0,168488.10543823242
2013-03-25,Not Holiday,Not Holiday,False,317559.6099585,0.0,168488.10543823242
2013-03-26,Not Holiday,Not Holiday,False,275818.2359,0.0,171054.1761932373
2013-03-27,Not Holiday,Not Holiday,False,313691.148998,0.0,172016.45782470703
2013-03-28,Not Holiday,Not Holiday,False,339293.269022,0.0,173281.6761932373
2013-03-29,Not Holiday,Not Holiday,False,345513.132,0.0,173032.1972808838
2013-03-30,Not Holiday,Not Holiday,False,452661.356036,0.0,173032.1972808838
2013-03-31,Not Holiday,Not Holiday,False,462107.639956,0.0,173032.1972808838
2013-04-01,Holiday,Regional,False,428816.447912,0.0,173032.1972808838
2013-04-02,Not Holiday,Not Holiday,False,377732.827961,0.0,173263.86598205566
2013-04-03,Not Holiday,Not Holiday,False,373731.0758793,0.0,169325.63401794434
2013-04-04,Not Holiday,Not Holiday,False,308738.385963,0.0,166189.3238067627
2013-04-05,Not Holiday,Not Holiday,False,336394.782031,0.0,165298.3238067627
2013-04-06,Not Holiday,Not Holiday,False,509424.214023,0.0,166367.52108764648
2013-04-07,Not Holiday,Not Holiday,False,519048.376884,0.0,166367.52108764648
2013-04-08,Not Holiday,Not Holiday,False,346649.815943,0.0,166367.52108764648
2013-04-09,Not Holiday,Not Holiday,False,306335.8019617,0.0,167828.76054382324
2013-04-10,Not Holiday,Not Holiday,False,312846.374941,0.0,168559.3734741211
2013-04-11,Not Holiday,Not Holiday,False,303223.41301,0.0,166510.08435058594
2013-04-12,Holiday,Local,False,314394.967035,0.0,162571.86598205566
2013-04-13,Not Holiday,Not Holiday,False,453442.497048,0.0,158152.5
2013-04-14,Holiday,Local,False,478417.148813,0.0,158152.5
2013-04-15,Not Holiday,Not Holiday,False,338712.458055,0.0,158152.5
2013-04-16,Not Holiday,Not Holiday,False,333431.880049,0.0,158116.86598205566
2013-04-17,Not Holiday,Not Holiday,False,334990.518942,0.0,154410.3027191162
2013-04-18,Not Holiday,Not Holiday,False,281924.509951,0.0,156513.06326293945
2013-04-19,Not Holiday,Not Holiday,False,311588.70494,0.0,156887.28163146973
2013-04-20,Not Holiday,Not Holiday,False,459884.838043,0.0,158259.41564941406
2013-04-21,Holiday,Local,False,485721.032087,0.0,158259.41564941406
2013-04-22,Not Holiday,Not Holiday,False,328886.320986,0.0,158259.41564941406
2013-04-23,Not Holiday,Not Holiday,False,302097.8329435,0.0,158972.21836853027
2013-04-24,Not Holiday,Not Holiday,False,310555.184925,0.0,162286.73945617676
2013-04-25,Not Holiday,Not Holiday,False,268790.618996,0.0,166207.13401794434
2013-04-26,Not Holiday,Not Holiday,False,304413.556952,0.0,165066.65510559082
2013-04-27,Not Holiday,Not Holiday,False,446665.337895,0.0,167668.3734741211
2013-04-28,Not Holiday,Not Holiday,False,477623.4729303,0.0,167668.3734741211
2013-04-29,Holiday,National,False,328795.874018,0.0,167668.3734741211
2013-04-30,Not Holiday,Not Holiday,False,310186.466894,0.0,166118.04217529297
2013-05-01,Holiday,National,False,507974.636889,0.0,161698.6761932373
2013-05-02,Not Holiday,Not Holiday,False,348709.460063,0.0,166973.39456176758
2013-05-03,Not Holiday,Not Holiday,False,374291.2510323,0.0,169735.5
2013-05-04,Not Holiday,Not Holiday,False,520339.51596499997,0.0,170715.60543823242
2013-05-05,Not Holiday,Not Holiday,False,580268.550981,0.0,170715.60543823242
2013-05-06,Not Holiday,Not Holiday,False,369869.383046,0.0,170715.60543823242
2013-05-07,Not Holiday,Not Holiday,False,317292.964148,0.0,169788.95782470703
2013-05-08,Not Holiday,Not Holiday,False,332477.410968,0.0,171499.6761932373
2013-05-09,Not Holiday,Not Holiday,False,305868.0570225,0.0,171232.3734741211
2013-05-10,Not Holiday,Not Holiday,False,335937.441949,0.0,170733.41564941406
2013-05-11,Additional,National,False,512090.58108,0.0,168862.3238067627
2013-05-12,Event,National,False,387860.5050145,0.0,168862.3238067627
2013-05-12,Holiday,Local,False,387860.5050145,0.0,168862.3238067627
2013-05-13,Not Holiday,Not Holiday,False,350598.06187,0.0,168862.3238067627
2013-05-14,Not Holiday,Not Holiday,False,308469.313119,0.0,167436.71836853027
2013-05-15,Not Holiday,Not Holiday,False,329113.560081,0.0,167418.89456176758
2013-05-16,Not Holiday,Not Holiday,False,307556.946937,0.0,169022.6972808838
2013-05-17,Not Holiday,Not Holiday,False,330004.241998,0.0,170573.04217529297
2013-05-18,Not Holiday,Not Holiday,False,480969.558942,0.0,171588.78163146973
2013-05-19,Not Holiday,Not Holiday,False,518153.554009,0.0,171588.78163146973
2013-05-20,Not Holiday,Not Holiday,False,341787.214991,0.0,171588.78163146973
2013-05-21,Not Holiday,Not Holiday,False,307178.399952,0.0,170270.10543823242
2013-05-22,Not Holiday,Not Holiday,False,301785.4831075,0.0,167472.36598205566
2013-05-23,Not Holiday,Not Holiday,False,289261.058026,0.0,167721.84489440918
2013-05-24,Holiday,National,False,398389.241982,0.0,167222.8734741211
2013-05-25,Not Holiday,Not Holiday,False,417930.141993,0.0,168666.3027191162
2013-05-26,Not Holiday,Not Holiday,False,450631.400068,0.0,168666.3027191162
2013-05-27,Not Holiday,Not Holiday,False,321630.8309235,0.0,168666.3027191162
2013-05-28,Not Holiday,Not Holiday,False,307329.1680565,0.0,168666.3027191162
2013-05-29,Not Holiday,Not Holiday,False,309333.380899,0.0,165957.65510559082
2013-05-30,Not Holiday,Not Holiday,False,304344.849939,0.0,166741.73945617676
2013-05-31,Not Holiday,Not Holiday,False,330257.841975,0.0,163819.26054382324
2013-06-01,Not Holiday,Not Holiday,False,566901.814988,0.0,166456.6265258789
2013-06-02,Not Holiday,Not Holiday,False,637698.494958,0.0,166456.6265258789
2013-06-03,Not Holiday,Not Holiday,False,426332.097995,0.0,166456.6265258789
2013-06-04,Not Holiday,Not Holiday,False,369705.160085,0.0,166367.52108764648
2013-06-05,Not Holiday,Not Holiday,False,361791.080915,0.0,166902.1265258789
2013-06-06,Not Holiday,Not Holiday,False,317496.765891,0.0,168773.21836853027
2013-06-07,Not Holiday,Not Holiday,False,357673.087977,0.0,171268.02108764648
2013-06-08,Not Holiday,Not Holiday,False,466292.699096,0.0,170751.23945617676
2013-06-09,Not Holiday,Not Holiday,False,526804.730256,0.0,170751.23945617676
2013-06-10,Not Holiday,Not Holiday,False,349754.291978,0.0,170751.23945617676
2013-06-11,Not Holiday,Not Holiday,False,283858.2159925,0.0,170181.0
2013-06-12,Not Holiday,Not Holiday,False,320173.5779987,0.0,171036.36598205566
2013-06-13,Not Holiday,Not Holiday,False,282886.9200452,0.0,172248.1265258789
2013-06-14,Not Holiday,Not Holiday,False,326956.74210719997,0.0,174333.06326293945
2013-06-15,Not Holiday,Not Holiday,False,505950.6668701,0.0,174386.52108764648
2013-06-16,Not Holiday,Not Holiday,False,435894.082881,0.0,174386.52108764648
2013-06-17,Not Holiday,Not Holiday,False,370944.271024,0.0,174386.52108764648
2013-06-18,Not Holiday,Not Holiday,False,320885.3399215,0.0,175455.71836853027
2013-06-19,Not Holiday,Not Holiday,False,319235.25797700003,0.0,175063.6761932373
2013-06-20,Not Holiday,Not Holiday,False,293877.944015,0.0,169093.97891235352
2013-06-21,Not Holiday,Not Holiday,False,319722.6870265,0.0,167169.41564941406
2013-06-22,Not Holiday,Not Holiday,False,446347.312096,0.0,169414.73945617676
2013-06-23,Holiday,Local,False,504964.845142,0.0,169414.73945617676
2013-06-24,Not Holiday,Not Holiday,False,336631.9640383,0.0,169414.73945617676
2013-06-25,Holiday,Local,False,610239.060128,0.0,339471.0
2013-06-25,Holiday,Regional,False,305119.530064,0.0,169735.5
2013-06-26,Not Holiday,Not Holiday,False,301847.2489636,0.0,170127.54217529297
2013-06-27,Not Holiday,Not Holiday,False,266525.458966,0.0,172854.0
2013-06-28,Not Holiday,Not Holiday,False,324210.971803,0.0,171713.52108764648
2013-06-29,Not Holiday,Not Holiday,False,509379.108146,0.0,174529.08435058594
2013-06-30,Not Holiday,Not Holiday,False,533481.693027,0.0,174529.08435058594
2013-07-01,Not Holiday,Not Holiday,False,441758.3880965,0.0,174529.08435058594
2013-07-02,Not Holiday,Not Holiday,False,390958.38408,0.0,177576.3027191162
2013-07-03,Holiday,Local,False,749103.835898,0.0,363242.8734741211
2013-07-04,Not Holiday,Not Holiday,False,327020.179028,0.0,183706.3734741211
2013-07-05,Not Holiday,Not Holiday,False,351401.500074,0.0,183706.3734741211
2013-07-06,Not Holiday,Not Holiday,False,479514.493924,0.0,183599.45782470703
2013-07-07,Not Holiday,Not Holiday,False,500606.073078,0.0,183599.45782470703
2013-07-08,Not Holiday,Not Holiday,False,365452.995017,0.0,183599.45782470703
2013-07-09,Not Holiday,Not Holiday,False,317279.1449993,0.0,184365.71836853027
2013-07-10,Not Holiday,Not Holiday,False,314134.886071,0.0,189622.6265258789
2013-07-11,Not Holiday,Not Holiday,False,281750.931023,0.0,186700.13401794434
2013-07-12,Not Holiday,Not Holiday,False,308786.438133,0.0,188624.6972808838
2013-07-13,Not Holiday,Not Holiday,False,432569.1022205,0.0,189248.39456176758
2013-07-14,Not Holiday,Not Holiday,False,438722.417857,0.0,189248.39456176758
2013-07-15,Not Holiday,Not Holiday,False,348803.0469486,0.0,189248.39456176758
2013-07-16,Not Holiday,Not Holiday,False,335516.229006,0.0,188678.15510559082
2013-07-17,Not Holiday,Not Holiday,False,324313.8180255,0.0,189586.97891235352
2013-07-18,Not Holiday,Not Holiday,False,287074.8739522,0.0,192349.08435058594
2013-07-19,Not Holiday,Not Holiday,False,313332.555049,0.0,192456.0
2013-07-20,Not Holiday,Not Holiday,False,435497.731013,0.0,189979.02108764648
2013-07-21,Not Holiday,Not Holiday,False,437952.624049,0.0,189979.02108764648
2013-07-22,Not Holiday,Not Holiday,False,342802.29905,0.0,189979.02108764648
2013-07-23,Holiday,Local,False,316257.463107,0.0,190905.65510559082
2013-07-24,Additional,Local,False,309243.7899995,0.0,187840.6265258789
2013-07-25,Holiday,Local,False,298074.2249247,0.0,187947.54217529297
2013-07-26,Not Holiday,Not Holiday,False,318745.692921,0.0,186682.3238067627
2013-07-27,Not Holiday,Not Holiday,False,423890.5020012,0.0,186415.02108764648
2013-07-28,Not Holiday,Not Holiday,False,433358.6520873,0.0,186415.02108764648
2013-07-29,Not Holiday,Not Holiday,False,331493.2850525,0.0,186415.02108764648
2013-07-30,Not Holiday,Not Holiday,False,318553.989932,0.0,183795.47891235352
2013-07-31,Not Holiday,Not Holiday,False,357982.979012,0.0,187288.1972808838
2013-08-01,Not Holiday,Not Holiday,False,397555.3181021,0.0,192331.26054382324
2013-08-02,Not Holiday,Not Holiday,False,393831.120007,0.0,190567.08435058594
2013-08-03,Not Holiday,Not Holiday,False,516956.846013,0.0,189979.02108764648
2013-08-04,Not Holiday,Not Holiday,False,514267.27594,0.0,189979.02108764648
2013-08-05,Holiday,Local,False,407033.810946,0.0,189979.02108764648
2013-08-06,Not Holiday,Not Holiday,False,357263.854086,0.0,187680.23945617676
2013-08-07,Not Holiday,Not Holiday,False,351302.132003,0.0,186058.6265258789
2013-08-08,Not Holiday,Not Holiday,False,310953.0239315,0.0,184347.89456176758
2013-08-09,Not Holiday,Not Holiday,False,337521.667868,0.0,188963.28163146973
2013-08-10,Holiday,National,False,434184.94409,0.0,189230.58435058594
2013-08-11,Not Holiday,Not Holiday,False,434720.3230013,0.0,189230.58435058594
2013-08-12,Not Holiday,Not Holiday,False,349539.224033,0.0,189230.58435058594
2013-08-13,Not Holiday,Not Holiday,False,317103.331061,0.0,190281.95782470703
2013-08-14,Not Holiday,Not Holiday,False,324377.386893,0.0,190477.97891235352
2013-08-15,Holiday,Local,False,311043.17291,0.0,191440.26054382324
2013-08-16,Not Holiday,Not Holiday,False,364487.3218839,0.0,191707.56326293945
2013-08-17,Not Holiday,Not Holiday,False,448835.3109167,0.0,190923.47891235352
2013-08-18,Not Holiday,Not Holiday,False,464053.7730675,0.0,190923.47891235352
2013-08-19,Not Holiday,Not Holiday,False,362085.52696,0.0,190923.47891235352
2013-08-20,Not Holiday,Not Holiday,False,343046.11398,0.0,186931.8027191162
2013-08-21,Not Holiday,Not Holiday,False,335724.643932,0.0,185203.26054382324
2013-08-22,Not Holiday,Not Holiday,False,306473.26098,0.0,186985.26054382324
2013-08-23,Not Holiday,Not Holiday,False,331906.369098,0.0,189747.36598205566
2013-08-24,Holiday,Local,False,420576.154994,0.0,188678.15510559082
2013-08-25,Not Holiday,Not Holiday,False,443694.093754,0.0,188678.15510559082
2013-08-26,Not Holiday,Not Holiday,False,347159.6410143,0.0,188678.15510559082
2013-08-27,Not Holiday,Not Holiday,False,319688.2190185,0.0,194434.02108764648
2013-08-28,Not Holiday,Not Holiday,False,319322.060993,0.0,196322.93673706055
2013-08-29,Not Holiday,Not Holiday,False,294518.685943,0.0,193364.8238067627
2013-08-30,Not Holiday,Not Holiday,False,354932.930947,0.0,192420.36598205566
2013-08-31,Not Holiday,Not Holiday,False,523631.3811059,0.0,193649.93673706055
2013-09-01,Not Holiday,Not Holiday,False,640406.221875,0.0,193649.93673706055
2013-09-02,Not Holiday,Not Holiday,False,458792.960966,0.0,193649.93673706055
2013-09-03,Not Holiday,Not Holiday,False,397680.420032,0.0,193649.93673706055
2013-09-04,Not Holiday,Not Holiday,False,392565.48591,0.0,191190.78163146973
2013-09-05,Not Holiday,Not Holiday,False,330622.779063,0.0,193347.0
2013-09-06,Not Holiday,Not Holiday,False,335442.247929,0.0,197124.84489440918
2013-09-07,Not Holiday,Not Holiday,False,518584.247,0.0,195342.84489440918
2013-09-08,Not Holiday,Not Holiday,False,560852.005091,0.0,195342.84489440918
2013-09-09,Not Holiday,Not Holiday,False,377151.7070027,0.0,195342.84489440918
2013-09-10,Not Holiday,Not Holiday,False,308074.4658225,0.0,191529.36598205566
2013-09-11,Not Holiday,Not Holiday,False,323124.61885,0.0,191832.3027191162
2013-09-12,Not Holiday,Not Holiday,False,282855.730937,0.0,193739.04217529297
2013-09-13,Not Holiday,Not Holiday,False,319556.942029,0.0,193008.41564941406
2013-09-14,Not Holiday,Not Holiday,False,476364.004996,0.0,189854.28163146973
2013-09-15,Not Holiday,Not Holiday,False,532852.959041,0.0,189854.28163146973
2013-09-16,Not Holiday,Not Holiday,False,373229.840879,0.0,189854.28163146973
2013-09-17,Not Holiday,Not Holiday,False,327282.949966,0.0,187751.52108764648
2013-09-18,Not Holiday,Not Holiday,False,315687.718926,0.0,192865.86598205566
2013-09-19,Not Holiday,Not Holiday,False,279580.372008,0.0,189355.3238067627
2013-09-20,Not Holiday,Not Holiday,False,331846.9039701,0.0,186575.39456176758
2013-09-21,Not Holiday,Not Holiday,False,468298.380896,0.0,184650.84489440918
2013-09-22,Not Holiday,Not Holiday,False,502068.7019007,0.0,184650.84489440918
2013-09-23,Not Holiday,Not Holiday,False,356043.0340047,0.0,184650.84489440918
2013-09-24,Not Holiday,Not Holiday,False,303333.392926,0.0,183938.04217529297
2013-09-25,Not Holiday,Not Holiday,False,312490.104996,0.0,182975.76054382324
2013-09-26,Not Holiday,Not Holiday,False,273057.8798588,0.0,183724.1972808838
2013-09-27,Not Holiday,Not Holiday,False,320246.574024,0.0,183296.52108764648
2013-09-28,Holiday,Local,False,484903.6890081,0.0,182405.52108764648
2013-09-29,Not Holiday,Not Holiday,False,522868.441946,0.0,182405.52108764648
2013-09-30,Not Holiday,Not Holiday,False,367068.4500143,0.0,182405.52108764648
2013-10-01,Not Holiday,Not Holiday,False,436441.034076,0.0,181924.3734741211
2013-10-02,Not Holiday,Not Holiday,False,414455.6550375,0.0,185595.3027191162
2013-10-03,Not Holiday,Not Holiday,False,348933.24703,0.0,184062.78163146973
2013-10-04,Not Holiday,Not Holiday,False,378109.978059,0.0,185025.06326293945
2013-10-05,Not Holiday,Not Holiday,False,540156.625057,0.0,183670.73945617676
2013-10-06,Not Holiday,Not Holiday,False,553031.424016,0.0,183670.73945617676
2013-10-07,Holiday,Local,False,373387.109043,0.0,183670.73945617676
2013-10-08,Not Holiday,Not Holiday,False,326726.7240121,0.0,184508.28163146973
2013-10-09,Holiday,National,True,322529.418957,0.0,181104.65510559082
2013-10-10,Not Holiday,Not Holiday,False,305047.0980576,0.0,183688.56326293945
2013-10-11,Transfer,National,False,402913.849028,0.0,182066.93673706055
2013-10-12,Not Holiday,Not Holiday,False,426379.6909939,0.0,182583.71836853027
2013-10-13,Not Holiday,Not Holiday,False,481781.2559686,0.0,182583.71836853027
2013-10-14,Not Holiday,Not Holiday,False,342694.7209944,0.0,182583.71836853027
2013-10-15,Not Holiday,Not Holiday,False,305242.569986,0.0,180249.3027191162
2013-10-16,Not Holiday,Not Holiday,False,355696.963943,0.0,182369.8734741211
2013-10-17,Not Holiday,Not Holiday,False,312949.412961,0.0,179483.04217529297
2013-10-18,Not Holiday,Not Holiday,False,323327.873107,0.0,179750.34489440918
2013-10-19,Not Holiday,Not Holiday,False,488245.570001,0.0,176916.95782470703
2013-10-20,Not Holiday,Not Holiday,False,537713.5090483,0.0,176916.95782470703
2013-10-21,Not Holiday,Not Holiday,False,348721.327971,0.0,176916.95782470703
2013-10-22,Not Holiday,Not Holiday,False,301641.7850828,0.0,173976.65510559082
2013-10-23,Not Holiday,Not Holiday,False,323105.11598,0.0,172675.8027191162
2013-10-24,Not Holiday,Not Holiday,False,276059.0800025,0.0,172230.3027191162
2013-10-25,Not Holiday,Not Holiday,False,317570.4260338,0.0,173566.8027191162
2013-10-26,Not Holiday,Not Holiday,False,452902.363914,0.0,175954.6761932373
2013-10-27,Not Holiday,Not Holiday,False,512891.4830689,0.0,175954.6761932373
2013-10-28,Not Holiday,Not Holiday,False,346941.91396,0.0,175954.6761932373
2013-10-29,Not Holiday,Not Holiday,False,302332.9969864,0.0,175152.78163146973
2013-10-30,Not Holiday,Not Holiday,False,319494.7050373,0.0,172515.41564941406
2013-10-31,Not Holiday,Not Holiday,False,298195.433106,0.0,171588.78163146973
2013-11-01,Not Holiday,Not Holiday,False,403637.232955,0.0,168505.91564941406
2013-11-02,Holiday,National,False,540615.555037,0.0,168541.56326293945
2013-11-03,Holiday,National,False,602796.556029,0.0,168541.56326293945
2013-11-04,Not Holiday,Not Holiday,False,424314.167046,0.0,168541.56326293945
2013-11-05,Not Holiday,Not Holiday,False,393322.182909,0.0,166438.8027191162
2013-11-06,Holiday,Regional,False,386426.9788195,0.0,168826.6761932373
2013-11-07,Holiday,Regional,False,346293.3400477,0.0,167953.5
2013-11-08,Not Holiday,Not Holiday,False,358473.978049,0.0,168505.91564941406
2013-11-09,Not Holiday,Not Holiday,False,513850.32307,0.0,169521.65510559082
2013-11-10,Holiday,Local,False,587666.490239,0.0,169521.65510559082
2013-11-11,Holiday,Local,False,374087.890067,0.0,169521.65510559082
2013-11-12,Holiday,Local,False,373277.748034,0.0,165939.84489440918
2013-11-13,Not Holiday,Not Holiday,False,332279.2568851,0.0,167347.6265258789
2013-11-14,Not Holiday,Not Holiday,False,284567.4029707,0.0,167080.3238067627
2013-11-15,Not Holiday,Not Holiday,False,349383.296052,0.0,167151.60543823242
2013-11-16,Not Holiday,Not Holiday,False,524065.5881155,0.0,165779.45782470703
2013-11-17,Not Holiday,Not Holiday,False,579209.228924,0.0,165779.45782470703
2013-11-18,Not Holiday,Not Holiday,False,391945.551999,0.0,165779.45782470703
2013-11-19,Not Holiday,Not Holiday,False,329455.2710234,0.0,166349.6972808838
2013-11-20,Not Holiday,Not Holiday,False,354337.734795,0.0,166331.8734741211
2013-11-21,Not Holiday,Not Holiday,False,298047.047965,0.0,169913.6972808838
2013-11-22,Not Holiday,Not Holiday,False,340734.213038,0.0,168452.45782470703
2013-11-23,Not Holiday,Not Holiday,False,485544.298837,0.0,167258.52108764648
2013-11-24,Not Holiday,Not Holiday,False,550925.293106,0.0,167258.52108764648
2013-11-25,Not Holiday,Not Holiday,False,365965.5090102,0.0,167258.52108764648
2013-11-26,Not Holiday,Not Holiday,False,323292.830024,0.0,166456.6265258789
2013-11-27,Not Holiday,Not Holiday,False,337083.286026,0.0,164033.10543823242
2013-11-28,Not Holiday,Not Holiday,False,305982.981947,0.0,164924.10543823242
2013-11-29,Not Holiday,Not Holiday,False,357000.404165,0.0,164924.10543823242
2013-11-30,Not Holiday,Not Holiday,False,541977.655801,0.0,166813.02108764648
2013-12-01,Not Holiday,Not Holiday,False,698217.128989,0.0,166813.02108764648
2013-12-02,Not Holiday,Not Holiday,False,495488.366984,0.0,166813.02108764648
2013-12-03,Not Holiday,Not Holiday,False,424438.046973,0.0,170769.06326293945
2013-12-04,Not Holiday,Not Holiday,False,424147.0459855,0.0,172800.54217529297
2013-12-05,Additional,Local,False,386406.804985,0.0,173103.47891235352
2013-12-06,Holiday,Local,False,432661.755068,0.0,173709.36598205566
2013-12-07,Not Holiday,Not Holiday,False,537181.319801,0.0,173032.1972808838
2013-12-08,Holiday,Local,False,588855.895921,0.0,173032.1972808838
2013-12-09,Not Holiday,Not Holiday,False,442309.3141075,0.0,173032.1972808838
